tag,segment,log10_length,relative_depth,delta_gc,degree,component_size,n_components,depth_x_length,_raw_len,_raw_depth,_gc
sim02_rap_d15,edge_5,5.20635,1.23077,0.00832,0,1,5,6.40782,160825,16.0,0.51869
sim02_rap_d30,edge_1,6.68195,1.0,0.0,0,1,5,6.68195,4807887,27.0,0.51037
sim02_rap_d30,edge_2,3.93666,11.11111,0.05795,0,1,5,43.74072,8643,300.0,0.56832
sim02_rap_d30,edge_3,4.40516,4.48148,-0.00236,0,1,5,19.74164,25419,121.0,0.50801
sim02_rap_d30,edge_4,4.9151,4.2963,0.00852,0,1,5,21.11672,82243,116.0,0.51889
sim02_rap_d30,edge_5,5.22999,1.07407,0.00961,0,1,5,5.6174,169821,29.0,0.51998
sim03_lig_d15,edge_1,6.68836,1.0,0.0,0,1,3,6.68836,4879328,14.0,0.51016
sim03_lig_d15,edge_2,4.04415,2.57143,-0.07131,0,1,3,10.39924,11070,36.0,0.43884
sim03_lig_d15,edge_3,4.6953,2.28571,0.00315,0,1,3,10.73211,49579,32.0,0.5133
sim03_lig_d30,edge_1,6.68836,1.0,0.0,0,1,4,6.68836,4879348,29.0,0.51016
sim03_lig_d30,edge_2,3.66783,0.34483,-0.50393,0,1,4,1.26477,4654,10.0,0.00623
sim03_lig_d30,edge_3,4.04415,2.34483,-0.07123,0,1,4,9.48283,11070,68.0,0.43893
sim03_lig_d30,edge_4,4.6953,2.72414,0.00314,0,1,4,12.79064,49579,79.0,0.5133
sim03_rap_d15,edge_1,6.68836,1.0,0.0,0,1,4,6.68836,4879307,13.0,0.51015
sim03_rap_d15,edge_2,4.04415,10.84615,-0.07131,0,1,4,43.86345,11070,141.0,0.43884
sim03_rap_d15,edge_3,4.6953,2.69231,0.00315,0,1,4,12.64119,49579,35.0,0.5133
sim03_rap_d15,edge_4,3.76708,1.15385,-0.00819,0,1,4,4.34663,5849,15.0,0.50197
sim03_rap_d30,edge_1,6.68836,1.0,0.0,0,1,3,6.68836,4879345,27.0,0.51016
sim03_rap_d30,edge_2,4.6953,2.7037,0.00314,0,1,3,12.69469,49579,73.0,0.5133
sim03_rap_d30,edge_3,4.04415,10.07407,-0.07132,0,1,3,40.74104,11070,272.0,0.43884
sim04_lig_d15,edge_1,4.94818,2.84615,-0.03248,2,3,15,14.08328,88752,37.0,0.47463
sim04_lig_d15,edge_2,3.75166,0.84615,-0.07097,1,3,15,3.17448,5645,11.0,0.43614
sim04_lig_d15,edge_3,3.88627,0.0,-0.01971,0,1,15,0.0,7696,0.0,0.4874
sim04_lig_d15,edge_4,3.75151,0.61538,-0.04742,0,1,15,2.30862,5643,8.0,0.45968
sim04_lig_d15,edge_5,3.79274,0.92308,-0.07488,0,1,15,3.50099,6205,12.0,0.43223
sim04_lig_d15,edge_6,4.0421,2.07692,-0.05149,0,1,15,8.39514,11018,27.0,0.45562
sim04_lig_d15,edge_7,3.79927,0.07692,-0.06498,0,1,15,0.29225,6299,1.0,0.44213
sim04_lig_d15,edge_8,3.81657,1.15385,-0.12236,0,1,15,4.40374,6555,15.0,0.38474
sim04_lig_d15,edge_9,3.7391,0.76923,-0.01969,0,1,15,2.87623,5484,10.0,0.48742
sim04_lig_d15,edge_10,3.66408,0.0,-0.02293,0,1,15,0.0,4614,0.0,0.48418
sim04_lig_d15,edge_11,3.73006,0.07692,-0.04351,0,1,15,0.28693,5371,1.0,0.4636
sim04_lig_d15,edge_12,3.49969,0.76923,-0.04667,0,1,15,2.69207,3160,10.0,0.46044
sim04_lig_d15,edge_13,6.69537,1.0,0.0,1,3,15,6.69537,4958702,13.0,0.50711
sim04_lig_d15,edge_14,3.99808,0.0,0.05105,0,1,15,0.0,9956,0.0,0.55816
sim04_lig_d15,edge_15,3.96246,1.69231,-0.06969,0,1,15,6.70571,9172,22.0,0.43742
sim04_lig_d15,edge_16,4.52871,4.46154,-0.00507,0,1,15,20.20502,33784,58.0,0.50204
sim04_lig_d15,edge_17,5.16117,2.23077,0.01137,0,1,15,11.51338,144934,29.0,0.51848
sim04_lig_d30,edge_1,6.69538,1.0,0.0,1,3,13,6.69538,4958863,28.0,0.5071
sim04_lig_d30,edge_2,3.99874,0.07143,0.05112,0,1,13,0.28562,9971,2.0,0.55822
sim04_lig_d30,edge_3,4.15655,0.96429,-0.04999,0,1,13,4.0081,14340,27.0,0.45711
sim04_lig_d30,edge_4,3.75159,0.53571,-0.07106,1,3,13,2.00978,5644,15.0,0.43604
sim04_lig_d30,edge_5,3.88615,0.03571,-0.0201,0,1,13,0.13879,7694,1.0,0.487
sim04_lig_d30,edge_6,3.75074,0.71429,-0.04731,0,1,13,2.6791,5633,20.0,0.45979
sim04_lig_d30,edge_7,3.79274,0.92857,-0.07487,0,1,13,3.52183,6205,26.0,0.43223
sim04_lig_d30,edge_8,4.0421,2.03571,-0.05148,0,1,13,8.22857,11018,57.0,0.45562
sim04_lig_d30,edge_9,4.9418,2.42857,-0.03069,2,3,13,12.00151,87458,68.0,0.47641
sim04_lig_d30,edge_10,3.8003,1.0,-0.06428,0,1,13,3.8003,6314,28.0,0.44283
sim04_lig_d30,edge_11,3.81664,0.75,-0.12242,0,1,13,2.86248,6556,21.0,0.38469
sim04_lig_d30,edge_12,4.23055,0.10714,-0.02298,0,1,13,0.45327,17004,3.0,0.48412
sim04_lig_d30,edge_13,4.16988,1.07143,-0.021,0,1,13,4.46773,14787,30.0,0.4861
sim04_lig_d30,edge_14,5.16118,2.0,0.01138,0,1,13,10.32236,144938,56.0,0.51848
sim04_lig_d30,edge_15,4.52867,3.85714,-0.00504,0,1,13,17.46774,33781,108.0,0.50206
sim04_rap_d15,edge_1,6.6956,1.0,0.0,1,3,13,6.6956,4961345,13.0,0.50707
sim04_rap_d15,edge_2,4.94377,2.30769,-0.02903,2,3,13,11.40869,87855,30.0,0.47804
sim04_rap_d15,edge_3,3.75151,2.15385,-0.07095,1,3,13,8.08018,5643,28.0,0.43612
sim04_rap_d15,edge_4,3.88564,0.0,-0.02014,0,1,13,0.0,7685,0.0,0.48692
sim04_rap_d15,edge_5,3.75105,0.30769,-0.04583,0,1,13,1.15417,5637,4.0,0.46124
sim04_rap_d15,edge_6,3.79274,0.92308,-0.07483,0,1,13,3.50099,6205,12.0,0.43223
sim04_rap_d15,edge_7,4.05061,1.23077,-0.05219,0,1,13,4.98537,11236,16.0,0.45488
sim04_rap_d15,edge_8,3.79948,0.53846,-0.06498,0,1,13,2.04587,6302,7.0,0.44208
sim04_rap_d15,edge_9,4.2305,0.07692,-0.02359,0,1,13,0.32542,17002,1.0,0.48347
sim04_rap_d15,edge_10,4.16988,1.30769,-0.02096,0,1,13,5.45292,14787,17.0,0.4861
sim04_rap_d15,edge_11,3.99856,0.07692,0.05108,0,1,13,0.30758,9967,1.0,0.55814
sim04_rap_d15,edge_12,4.09712,5.07692,-0.00027,1,2,13,20.80076,12506,66.0,0.5068
sim04_rap_d15,edge_13,3.81644,0.69231,-0.12236,0,1,13,2.64215,6553,9.0,0.38471
sim04_rap_d15,edge_14,3.96246,12.76923,-0.06965,0,1,13,50.59762,9172,166.0,0.43742
sim04_rap_d15,edge_15,5.16117,1.92308,0.01141,0,1,13,9.92533,144935,25.0,0.51847
sim04_rap_d15,edge_16,4.32852,5.38462,-0.00803,1,2,13,23.30743,21307,70.0,0.49904
sim04_rap_d30,edge_1,4.94245,2.38462,-0.02847,2,3,13,11.78584,87589,62.0,0.47863
sim04_rap_d30,edge_2,3.75151,0.38462,-0.07152,1,3,13,1.44289,5643,10.0,0.43558
sim04_rap_d30,edge_3,3.88604,0.03846,-0.01984,0,1,13,0.14946,7692,1.0,0.48726
sim04_rap_d30,edge_4,3.75174,0.61538,-0.04731,0,1,13,2.30876,5646,16.0,0.45979
sim04_rap_d30,edge_5,3.79302,0.57692,-0.07467,0,1,13,2.18828,6209,15.0,0.43244
sim04_rap_d30,edge_6,4.04226,2.26923,-0.05138,0,1,13,9.17282,11022,59.0,0.45572
sim04_rap_d30,edge_7,3.80373,0.0,-0.06336,0,1,13,0.0,6364,0.0,0.44375
sim04_rap_d30,edge_8,3.81657,1.73077,-0.12236,0,1,13,6.60561,6555,45.0,0.38474
sim04_rap_d30,edge_9,4.21992,0.03846,-0.02238,0,1,13,0.1623,16593,1.0,0.48472
sim04_rap_d30,edge_10,6.69538,1.0,0.0,1,3,13,6.69538,4958886,26.0,0.5071
sim04_rap_d30,edge_11,3.9987,0.07692,0.05157,0,1,13,0.30759,9970,2.0,0.55868
sim04_rap_d30,edge_12,5.16117,2.23077,0.01138,0,1,13,11.51339,144935,58.0,0.51848
sim04_rap_d30,edge_13,4.16988,1.61538,-0.021,0,1,13,6.73596,14787,42.0,0.4861
sim04_rap_d30,edge_14,4.26312,5.96154,-0.06958,0,1,13,25.41472,18328,155.0,0.43753
sim04_rap_d30,edge_15,4.52872,6.61538,-0.00505,0,1,13,29.95925,33785,172.0,0.50206
sim05_lig_d15,edge_1,4.06157,0.23077,-0.0116,0,1,4,0.93728,11523,3.0,0.49484
sim05_lig_d15,edge_2,5.36195,2.07692,0.01906,0,1,4,11.13636,230118,27.0,0.5255
sim05_lig_d15,edge_3,6.70028,1.0,0.0,0,1,4,6.70028,5015081,13.0,0.50644
sim05_lig_d15,edge_4,4.94068,4.23077,0.00959,0,1,4,20.90286,87232,55.0,0.51603
sim05_lig_d30,edge_1,5.36195,1.96296,0.01905,0,1,3,10.52531,230117,53.0,0.5255
sim05_lig_d30,edge_2,6.70028,1.0,0.0,0,1,3,6.70028,5015107,27.0,0.50645
sim05_lig_d30,edge_3,4.94068,3.85185,0.00958,0,1,3,19.03075,87232,104.0,0.51603
sim05_rap_d15,edge_1,6.70029,1.0,0.0,0,1,4,6.70029,5015233,13.0,0.50644
sim05_rap_d15,edge_2,4.0387,0.23077,-0.49638,0,1,4,0.93201,10932,3.0,0.01006
sim05_rap_d15,edge_3,4.94068,3.84615,0.00958,0,1,4,19.0026,87232,50.0,0.51603
sim05_rap_d15,edge_4,5.36195,2.30769,0.01906,0,1,4,12.37372,230116,30.0,0.5255
sim05_rap_d30,edge_1,6.70029,1.0,0.0,0,1,3,6.70029,5015251,27.0,0.50645
sim05_rap_d30,edge_2,5.36194,2.0,0.01905,0,1,3,10.72389,230115,54.0,0.5255
sim05_rap_d30,edge_3,4.94068,3.74074,0.00957,0,1,3,18.48179,87232,101.0,0.51603
sim06_lig_d15,edge_1,6.70671,1.0,0.0,0,1,2,6.70671,5089948,14.0,0.50782
sim06_lig_d15,edge_2,4.78088,4.64286,-0.08486,0,1,2,22.19694,60378,65.0,0.42297
sim06_lig_d30,edge_1,6.70674,1.0,0.0,0,1,2,6.70674,5090317,28.0,0.50782
sim06_lig_d30,edge_2,4.78089,4.03571,-0.08484,0,1,2,19.29429,60379,113.0,0.42298
sim06_rap_d15,edge_1,6.70671,1.0,0.0,0,1,3,6.70671,5089957,14.0,0.50783
sim06_rap_d15,edge_2,4.78089,3.71429,-0.08483,0,1,3,17.75758,60379,52.0,0.42299
sim06_rap_d15,edge_3,3.92418,13.64286,0.04635,0,1,3,53.53697,8398,191.0,0.55418
sim06_rap_d30,edge_1,6.70674,1.0,0.0,0,1,3,6.70674,5090318,28.0,0.50782
sim06_rap_d30,edge_2,3.92412,15.64286,0.04642,0,1,3,61.38451,8397,438.0,0.55425
sim06_rap_d30,edge_3,4.78089,4.5,-0.08487,0,1,3,21.51402,60380,126.0,0.42295
sim07_lig_d15,edge_1,6.72533,1.0,0.0,0,1,5,6.72533,5312906,14.0,0.5037
sim07_lig_d15,edge_2,3.99782,0.28571,0.16153,0,1,5,1.14224,9950,4.0,0.66523
sim07_lig_d15,edge_3,5.55934,0.92857,-0.03456,0,1,5,5.16225,362530,13.0,0.46914
sim07_lig_d15,edge_4,4.53019,3.92857,-0.09301,0,1,5,17.79716,33899,55.0,0.41069
sim07_lig_d15,edge_5,3.80092,0.5,-0.00741,0,1,5,1.90046,6323,7.0,0.49628
sim07_lig_d30,edge_1,5.48451,0.96552,-0.02655,0,1,4,5.29539,305148,28.0,0.47715
sim07_lig_d30,edge_2,6.72533,1.0,0.0,0,1,4,6.72533,5312918,29.0,0.5037
sim07_lig_d30,edge_3,4.1293,1.44828,0.00224,0,1,4,5.98037,13468,42.0,0.50594
sim07_lig_d30,edge_4,4.52867,3.51724,-0.09285,0,1,4,15.92843,33781,102.0,0.41085
sim07_rap_d15,edge_1,6.72534,1.0,0.0,0,1,3,6.72534,5312996,14.0,0.5037
sim07_rap_d15,edge_2,5.4845,0.92857,-0.02656,0,1,3,5.09275,305142,13.0,0.47714
sim07_rap_d15,edge_3,4.53019,4.57143,-0.09301,0,1,3,20.70943,33899,64.0,0.41069
sim07_rap_d30,edge_1,6.72533,1.0,0.0,0,1,3,6.72533,5312920,28.0,0.5037
sim07_rap_d30,edge_2,5.48451,0.96429,-0.02656,0,1,3,5.28864,305148,27.0,0.47714
sim07_rap_d30,edge_3,4.53019,4.85714,-0.09301,0,1,3,22.00376,33899,136.0,0.41069
sim08_lig_d15,edge_1,6.68433,1.0,0.0,0,1,2,6.68433,4834293,14.0,0.50756
sim08_lig_d15,edge_2,5.06216,1.92857,0.03102,0,1,2,9.76274,115388,27.0,0.53858
sim08_lig_d30,edge_1,6.68435,1.0,0.0,0,1,3,6.68435,4834536,29.0,0.50756
sim08_lig_d30,edge_2,3.97016,2.10345,-0.01463,0,1,3,8.35103,9336,61.0,0.49293
sim08_lig_d30,edge_3,5.06216,2.06897,0.03102,0,1,3,10.47344,115388,60.0,0.53858
sim08_rap_d15,edge_1,6.68432,1.0,0.0,0,1,3,6.68432,4834183,14.0,0.50756
sim08_rap_d15,edge_2,5.06216,2.21429,0.03103,0,1,3,11.20907,115388,31.0,0.53859
sim08_rap_d15,edge_3,3.97021,15.28571,-0.01458,0,1,3,60.68746,9337,214.0,0.49298
sim08_rap_d30,edge_1,6.68435,1.0,0.0,0,1,3,6.68435,4834538,28.0,0.50756
sim08_rap_d30,edge_2,4.26923,4.21429,-0.01391,0,1,3,17.99177,18588,118.0,0.49365
sim08_rap_d30,edge_3,5.06216,1.96429,0.03103,0,1,3,9.94353,115388,55.0,0.53859
sim09_lig_d15,edge_1,4.84544,5.15385,0.01603,0,1,7,24.97265,70055,67.0,0.5229
sim09_lig_d15,edge_2,3.59934,0.07692,0.02445,0,1,7,0.27687,3975,1.0,0.53132
sim09_lig_d15,edge_3,3.6013,0.07692,0.02431,0,1,7,0.27702,3993,1.0,0.53118
sim09_lig_d15,edge_4,3.7933,0.07692,0.03039,0,1,7,0.29179,6213,1.0,0.53726
sim09_lig_d15,edge_5,3.79379,2.46154,0.03059,0,1,7,9.33856,6220,32.0,0.53746
sim09_lig_d15,edge_6,4.87796,4.0,0.0253,1,2,7,19.51183,75502,52.0,0.53217
sim09_lig_d15,edge_7,6.68982,1.0,0.0,1,2,7,6.68982,4895725,13.0,0.50687
sim09_lig_d15,edge_8,3.78597,0.69231,-0.00777,0,1,7,2.62106,6109,9.0,0.4991
sim09_lig_d30,edge_1,6.6898,1.0,0.0,0,1,4,6.6898,4895589,27.0,0.50688
sim09_lig_d30,edge_2,4.84279,1.88889,0.01156,0,1,4,9.14749,69629,51.0,0.51843
sim09_lig_d30,edge_3,5.14717,0.7037,0.01695,0,1,4,3.62208,140336,19.0,0.52382
sim09_lig_d30,edge_4,4.87804,3.77778,0.02531,0,1,4,18.42817,75517,102.0,0.53218
sim09_rap_d15,edge_1,4.87804,4.61538,0.02531,0,1,3,22.51405,75517,60.0,0.53218
sim09_rap_d15,edge_2,6.68981,1.0,0.0,0,1,3,6.68981,4895638,13.0,0.50687
sim09_rap_d15,edge_3,4.84545,5.38462,0.01599,0,1,3,26.09089,70057,70.0,0.52286
sim09_rap_d30,edge_1,4.33989,2.96296,0.05855,2,3,3,12.85893,21872,80.0,0.56543
sim09_rap_d30,edge_2,4.72954,2.44444,0.01175,1,3,3,11.56109,53646,66.0,0.51862
sim09_rap_d30,edge_3,4.71878,0.85185,0.00944,1,3,3,4.0197,52334,23.0,0.51632
sim09_rap_d30,edge_4,6.6898,1.0,0.0,0,1,3,6.6898,4895581,27.0,0.50687
sim09_rap_d30,edge_5,4.84545,4.88889,0.01599,0,1,3,23.68887,70057,132.0,0.52286
sim10_lig_d15,edge_1,6.67766,1.0,0.0,0,1,2,6.67766,4760591,14.0,0.50819
sim10_lig_d15,edge_2,4.63727,2.42857,-0.03984,0,1,2,11.26194,43378,34.0,0.46835
sim10_lig_d30,edge_1,6.67769,1.0,0.0,0,1,2,6.67769,4760933,29.0,0.50819
sim10_lig_d30,edge_2,4.63727,2.62069,-0.03989,0,1,2,12.15284,43378,76.0,0.4683
sim10_rap_d15,edge_1,6.67767,1.0,0.0,0,1,2,6.67767,4760663,14.0,0.50819
sim10_rap_d15,edge_2,4.63728,2.78571,-0.03985,0,1,2,12.91814,43379,39.0,0.46834
sim10_rap_d30,edge_1,6.67769,1.0,0.0,0,1,2,6.67769,4760916,28.0,0.50819
sim10_rap_d30,edge_2,4.63725,2.82143,-0.03987,0,1,2,13.08367,43376,79.0,0.46832
sim11_lig_d15,edge_1,6.67795,1.0,0.0,0,1,2,6.67795,4763756,15.0,0.51121
sim11_lig_d15,edge_2,5.51019,0.8,-0.00649,0,1,2,4.40815,323738,12.0,0.50473
sim11_lig_d30,edge_1,6.67795,1.0,0.0,0,1,3,6.67795,4763765,29.0,0.51122
sim11_lig_d30,edge_2,4.00604,0.24138,-0.00855,0,1,3,0.96697,10140,7.0,0.50266
sim11_lig_d30,edge_3,5.51021,1.03448,-0.0065,0,1,3,5.70021,323747,30.0,0.50471
sim11_rap_d15,edge_1,6.67757,1.0,0.0,0,1,3,6.67757,4759580,14.0,0.51111
sim11_rap_d15,edge_2,3.87029,0.5,-0.00841,0,1,3,1.93514,7418,7.0,0.5027
sim11_rap_d15,edge_3,5.5102,1.0,-0.0064,0,1,3,5.5102,323745,14.0,0.50471
sim11_rap_d30,edge_1,6.67757,1.0,0.0,0,1,2,6.67757,4759629,28.0,0.51112
sim11_rap_d30,edge_2,5.51021,1.0,-0.0064,0,1,2,5.51021,323749,28.0,0.50472
sim12_lig_d15,edge_1,6.68192,1.0,0.0,0,1,3,6.68192,4807519,13.0,0.51037
sim12_lig_d15,edge_2,4.80333,6.07692,0.0019,0,1,3,29.18945,63581,79.0,0.51228
sim12_lig_d15,edge_3,5.38288,2.0,0.00426,0,1,3,10.76577,241481,26.0,0.51463
sim12_lig_d30,edge_1,6.68195,1.0,0.0,0,1,3,6.68195,4807862,26.0,0.51037
sim12_lig_d30,edge_2,5.38289,2.11538,0.00427,0,1,3,11.38689,241487,55.0,0.51464
sim12_lig_d30,edge_3,4.80331,6.19231,0.00189,0,1,3,29.74355,63578,161.0,0.51225
sim12_rap_d15,edge_1,6.68193,1.0,0.0,0,1,3,6.68193,4807616,13.0,0.51039
sim12_rap_d15,edge_2,4.80333,6.15385,0.00188,0,1,3,29.55894,63581,80.0,0.51228
sim12_rap_d15,edge_3,5.37927,1.92308,0.00375,0,1,3,10.34475,239479,25.0,0.51414
sim12_rap_d30,edge_1,6.68195,1.0,0.0,0,1,3,6.68195,4807884,26.0,0.51037
sim12_rap_d30,edge_2,5.38289,1.96154,0.00427,0,1,3,10.55875,241485,51.0,0.51464
sim12_rap_d30,edge_3,4.80331,5.73077,0.00189,0,1,3,27.52668,63579,149.0,0.51226
sim13_lig_d15,edge_1,6.69387,1.0,0.0,0,1,3,6.69387,4941576,14.0,0.51014
sim13_lig_d15,edge_2,2.89432,5.85714,-0.01651,0,1,3,16.95242,784,82.0,0.49362
sim13_lig_d15,edge_3,4.97416,1.92857,0.01621,0,1,3,9.59302,94223,27.0,0.52635
sim13_lig_d30,edge_1,5.28135,0.65517,0.01465,0,1,2,3.46019,191138,19.0,0.52487
sim13_lig_d30,edge_2,6.68803,1.0,0.0,0,1,2,6.68803,4875669,29.0,0.51022
sim13_rap_d15,edge_1,6.68803,1.0,0.0,0,1,3,6.68803,4875662,13.0,0.51021
sim13_rap_d15,edge_2,2.74896,10.23077,-0.0218,0,1,3,28.124,561,133.0,0.48841
sim13_rap_d15,edge_3,4.97415,2.38462,0.01613,0,1,3,11.86144,94222,31.0,0.52634
sim13_rap_d30,edge_1,6.68803,1.0,0.0,0,1,3,6.68803,4875669,28.0,0.51022
sim13_rap_d30,edge_2,4.64174,0.10714,0.00884,0,1,3,0.49733,43827,3.0,0.51906
sim13_rap_d30,edge_3,4.97416,2.03571,0.01613,0,1,3,10.12596,94223,57.0,0.52635
sim14_lig_d15,edge_1,6.70364,1.0,0.0,0,1,5,6.70364,5054056,14.0,0.50653
sim14_lig_d15,edge_2,3.9933,0.21429,0.05243,0,1,5,0.85571,9847,3.0,0.55895
sim14_lig_d15,edge_3,3.25935,2.57143,-0.0024,2,3,5,8.3812,1817,36.0,0.50413
sim14_lig_d15,edge_4,3.60455,2.92857,0.04853,1,3,5,10.55618,4023,41.0,0.55506
sim14_lig_d15,edge_5,4.2387,0.78571,0.04703,0,1,5,3.33041,17326,11.0,0.55356
sim14_lig_d15,edge_6,4.84959,3.78571,0.02178,0,1,5,18.35917,70728,53.0,0.52831
sim14_lig_d15,edge_7,5.13072,1.21429,0.02229,1,3,5,6.23016,135120,17.0,0.52882
sim14_lig_d30,edge_1,3.60821,0.71429,0.00025,0,1,6,2.57729,4057,20.0,0.50678
sim14_lig_d30,edge_2,3.99861,0.14286,0.05216,0,1,6,0.57123,9968,4.0,0.55869
sim14_lig_d30,edge_3,6.70367,1.0,0.0,0,1,6,6.70367,5054415,28.0,0.50653
sim14_lig_d30,edge_4,5.13656,1.10714,0.02201,0,1,6,5.6869,136949,31.0,0.52853
sim14_lig_d30,edge_5,4.84961,4.0,0.02177,0,1,6,19.39844,70731,112.0,0.5283
sim14_lig_d30,edge_6,3.96816,1.57143,0.04475,0,1,6,6.23567,9293,44.0,0.55128
sim14_rap_d15,edge_1,4.0209,19.0,0.05689,0,1,6,76.39709,10493,247.0,0.56342
sim14_rap_d15,edge_2,6.70363,1.0,0.0,0,1,6,6.70363,5053959,13.0,0.50653
sim14_rap_d15,edge_3,3.99282,0.07692,0.05213,0,1,6,0.30714,9836,1.0,0.55866
sim14_rap_d15,edge_4,5.13651,1.07692,0.02197,0,1,6,5.53162,136933,14.0,0.5285
sim14_rap_d15,edge_5,4.26933,3.53846,0.04494,0,1,6,15.10685,18592,46.0,0.55147
sim14_rap_d15,edge_6,4.84959,4.38462,0.02176,0,1,6,21.26359,70728,57.0,0.52829
sim14_rap_d30,edge_1,3.99313,0.14815,0.05214,0,1,6,0.59157,9843,4.0,0.55867
sim14_rap_d30,edge_2,6.70367,1.0,0.0,0,1,6,6.70367,5054366,27.0,0.50653
sim14_rap_d30,edge_3,4.0209,22.77778,0.0568,0,1,6,91.58716,10493,615.0,0.56333
sim14_rap_d30,edge_4,5.13654,0.92593,0.02199,0,1,6,4.75606,136943,25.0,0.52851
sim14_rap_d30,edge_5,3.9682,8.55556,0.0448,0,1,6,33.95018,9294,231.0,0.55132
sim14_rap_d30,edge_6,4.8496,4.07407,0.02177,0,1,6,19.75762,70729,110.0,0.5283
sim15_lig_d15,edge_1,6.69888,1.0,0.0,0,1,4,6.69888,4998913,14.0,0.50652
sim15_lig_d15,edge_2,4.0491,0.0,-0.00085,0,1,4,0.0,11197,0.0,0.50567
sim15_lig_d15,edge_3,4.13618,0.28571,-0.01124,0,1,4,1.18177,13683,4.0,0.49529
sim15_lig_d15,edge_4,4.66405,3.78571,-0.03996,0,1,4,17.65676,46137,53.0,0.46657
sim15_lig_d30,edge_1,6.69887,1.0,0.0,0,1,2,6.69887,4998903,28.0,0.50653
sim15_lig_d30,edge_2,4.66405,3.53571,-0.03996,0,1,2,16.49075,46137,99.0,0.46657
sim15_rap_d15,edge_1,2.81823,6.28571,-0.50348,0,1,3,17.71456,658,88.0,0.00304
sim15_rap_d15,edge_2,4.66405,4.0,-0.03996,0,1,3,18.6562,46137,56.0,0.46657
sim15_rap_d15,edge_3,6.69888,1.0,0.0,0,1,3,6.69888,4998925,14.0,0.50652
sim15_rap_d30,edge_1,6.69887,1.0,0.0,0,1,2,6.69887,4998893,28.0,0.50653
sim15_rap_d30,edge_2,4.66405,4.0,-0.03996,0,1,2,18.6562,46137,112.0,0.46657
sim16_lig_d15,edge_1,6.70637,1.0,0.0,0,1,3,6.70637,5085932,14.0,0.50779
sim16_lig_d15,edge_2,4.95104,2.14286,-0.00524,0,1,3,10.60936,89338,30.0,0.50255
sim16_lig_d15,edge_3,4.18378,1.14286,0.02686,0,1,3,4.78147,15268,16.0,0.53465
sim16_lig_d30,edge_1,6.70675,1.0,0.0,0,1,3,6.70675,5090338,29.0,0.50782
sim16_lig_d30,edge_2,4.18387,0.89655,0.02692,0,1,3,3.75105,15271,26.0,0.53474
sim16_lig_d30,edge_3,4.95104,2.13793,-0.00528,0,1,3,10.58498,89339,62.0,0.50255
sim16_rap_d15,edge_1,6.70583,1.0,0.0,0,1,3,6.70583,5079615,14.0,0.50788
sim16_rap_d15,edge_2,4.18387,2.28571,0.02686,0,1,3,9.56313,15271,32.0,0.53474
