tag,segment,log10_length,relative_depth,delta_gc,degree,component_size,n_components,depth_x_length,_raw_len,_raw_depth,_gc
sim01_rap_d15,edge_4,5.99129,1.0,0.00415,1,12,5,5.99129,980133,13.0,0.51527
sim01_rap_d15,edge_5,3.62377,2.0,0.01754,2,12,5,7.24753,4205,26.0,0.52866
sim01_rap_d15,edge_6,6.02105,1.0,-0.01236,2,12,5,6.02105,1049658,13.0,0.49875
sim01_rap_d15,edge_7,2.88195,2.23077,-0.04523,4,12,5,6.42898,762,29.0,0.46588
sim01_rap_d15,edge_8,3.04766,3.15385,0.00681,4,12,5,9.61186,1116,41.0,0.51792
sim01_rap_d15,edge_9,3.79183,1.46154,0.00827,3,12,5,5.54191,6192,19.0,0.51938
sim01_rap_d15,edge_10,3.66039,1.46154,0.01697,3,12,5,5.3498,4575,19.0,0.52809
sim01_rap_d15,edge_11,4.41441,0.84615,-0.01404,2,12,5,3.73527,25966,11.0,0.49707
sim01_rap_d15,edge_12,4.09384,0.69231,0.00049,0,1,5,2.8342,12412,9.0,0.5116
sim01_rap_d15,edge_13,3.88559,30.38462,-0.06239,0,1,5,118.06208,7684,395.0,0.44872
sim01_rap_d15,edge_14,2.84819,1.46154,-0.50402,0,1,5,4.16274,705,19.0,0.00709
sim01_rap_d15,edge_15,4.78517,3.30769,0.02161,1,12,5,15.82786,60977,43.0,0.53273
sim01_rap_d15,edge_16,3.36511,0.84615,-0.01327,0,1,5,2.8474,2318,11.0,0.49784
sim01_rap_d30,edge_1,3.81809,1.51852,0.00483,3,11,6,5.79785,6578,41.0,0.51596
sim01_rap_d30,edge_2,6.29664,1.0,0.00355,2,11,6,6.29664,1979880,27.0,0.51468
sim01_rap_d30,edge_3,2.88195,2.33333,-0.04525,4,11,6,6.72456,762,63.0,0.46588
sim01_rap_d30,edge_4,3.63195,2.0,0.01513,2,11,6,7.2639,4285,54.0,0.52625
sim01_rap_d30,edge_5,3.04961,2.74074,0.0143,4,11,6,8.35818,1121,74.0,0.52542
sim01_rap_d30,edge_6,6.21538,1.03704,0.00361,2,11,6,6.44558,1642040,28.0,0.51474
sim01_rap_d30,edge_7,2.79796,3.44444,-0.0159,0,1,6,9.63742,628,93.0,0.49522
sim01_rap_d30,edge_8,2.91169,1.88889,-0.05034,0,1,6,5.49986,816,51.0,0.46078
sim01_rap_d30,edge_9,2.91487,0.0,-0.02208,0,1,6,0.0,822,0.0,0.48905
sim01_rap_d30,edge_10,4.40507,3.55556,-0.01557,3,11,6,15.66248,25414,96.0,0.49555
sim01_rap_d30,edge_11,4.41444,0.85185,-0.01405,2,11,6,3.76045,25968,23.0,0.49707
sim01_rap_d30,edge_12,3.6603,1.51852,0.01686,3,11,6,5.55823,4574,41.0,0.52798
sim01_rap_d30,edge_13,2.8055,2.44444,0.16649,0,1,6,6.85789,639,66.0,0.67762
sim01_rap_d30,edge_14,6.02104,1.0,-0.01235,2,11,6,6.02104,1049634,27.0,0.49878
sim01_rap_d30,edge_15,4.77433,3.25926,0.02441,1,11,6,15.56079,59475,88.0,0.53554
sim01_rap_d30,edge_16,4.18662,11.88889,-0.0624,0,1,6,49.77423,15368,321.0,0.44872
sim02_lig_d15,edge_1,4.65989,1.07143,0.01401,2,25,4,4.99274,45697,15.0,0.52369
sim02_lig_d15,edge_2,5.78986,1.0,0.00985,2,25,4,5.78986,616390,14.0,0.51952
sim02_lig_d15,edge_3,2.91381,1.5,0.01471,4,25,4,4.37072,820,21.0,0.52439
sim02_lig_d15,edge_4,2.86153,2.42857,0.1547,4,25,4,6.94944,727,34.0,0.66437
sim02_lig_d15,edge_5,3.63779,2.92857,0.115,4,25,4,10.65353,4343,41.0,0.62468
sim02_lig_d15,edge_6,2.83378,0.64286,-0.12991,2,25,4,1.82172,682,9.0,0.37977
sim02_lig_d15,edge_7,3.72206,1.5,0.06134,3,25,4,5.58309,5273,21.0,0.57102
sim02_lig_d15,edge_8,3.56146,5.71429,0.05002,3,25,4,20.3512,3643,80.0,0.5597
sim02_lig_d15,edge_9,3.0187,1.64286,0.14837,3,25,4,4.95929,1044,23.0,0.65805
sim02_lig_d15,edge_10,5.24638,1.0,0.01003,2,25,4,5.24638,176351,14.0,0.51971
sim02_lig_d15,edge_11,3.59318,1.64286,0.06215,3,25,4,5.90307,3919,23.0,0.57183
sim02_lig_d15,edge_12,6.08698,1.07143,-0.00246,3,25,4,6.52177,1221753,15.0,0.50722
sim02_lig_d15,edge_13,3.67532,3.71429,0.05167,2,25,4,13.65119,4735,52.0,0.56135
sim02_lig_d15,edge_14,2.94002,4.28571,0.03797,3,25,4,12.60008,871,60.0,0.54765
sim02_lig_d15,edge_15,5.74305,1.0,0.00652,2,25,4,5.74305,553411,14.0,0.5162
sim02_lig_d15,edge_16,6.08424,1.0,-0.00239,2,25,4,6.08424,1214061,14.0,0.50729
sim02_lig_d15,edge_17,3.3948,2.0,-0.01814,3,25,4,6.7896,2482,28.0,0.49154
sim02_lig_d15,edge_18,3.07262,9.64286,0.03939,2,25,4,29.62881,1182,135.0,0.54907
sim02_lig_d15,edge_19,2.94399,8.57143,-0.0057,5,25,4,25.23419,879,120.0,0.50398
sim02_lig_d15,edge_20,3.50461,0.21429,0.04633,1,25,4,0.75099,3196,3.0,0.55601
sim02_lig_d15,edge_21,3.60821,2.07143,-0.0098,3,25,4,7.47414,4057,29.0,0.49988
sim02_lig_d15,edge_22,6.04266,1.07143,-0.00343,2,25,4,6.47428,1103209,15.0,0.50625
sim02_lig_d15,edge_23,3.3784,2.21429,-0.07202,0,1,4,7.48074,2390,31.0,0.43766
sim02_lig_d15,edge_24,3.38166,2.42857,-0.04332,0,1,4,8.21259,2408,34.0,0.46636
sim02_lig_d15,edge_25,3.00903,0.07143,-0.06991,0,1,4,0.21493,1021,1.0,0.43976
sim02_lig_d15,edge_26,4.74534,4.85714,0.01196,1,25,4,23.0488,55634,68.0,0.52164
sim02_lig_d15,edge_27,3.86593,1.57143,0.0023,3,25,4,6.07504,7344,22.0,0.51198
sim02_lig_d15,edge_28,3.43008,9.28571,0.00889,2,25,4,31.8507,2692,130.0,0.51857
sim02_lig_d30,edge_1,2.96284,8.57143,0.0088,4,19,3,25.39579,918,240.0,0.51852
sim02_lig_d30,edge_2,2.9345,9.75,0.03447,3,19,3,28.61136,860,273.0,0.54419
sim02_lig_d30,edge_3,2.79029,4.10714,-0.03646,2,19,3,11.4601,617,115.0,0.47326
sim02_lig_d30,edge_4,2.94052,3.64286,0.04074,4,19,3,10.71188,872,102.0,0.55046
sim02_lig_d30,edge_5,5.7431,1.0,0.00645,2,19,3,5.7431,553483,28.0,0.51617
sim02_lig_d30,edge_6,3.77967,1.57143,0.07324,4,19,3,5.93948,6021,44.0,0.58296
sim02_lig_d30,edge_7,3.5042,0.39286,0.04713,1,19,3,1.37665,3193,11.0,0.55684
sim02_lig_d30,edge_8,3.33385,4.53571,0.01694,4,19,3,15.12139,2157,127.0,0.52666
sim02_lig_d30,edge_9,6.36744,1.0,-0.00285,2,19,3,6.36744,2330426,28.0,0.50687
sim02_lig_d30,edge_10,6.26469,1.03571,0.00167,2,19,3,6.48843,1839468,29.0,0.51138
sim02_lig_d30,edge_11,3.6081,2.10714,-0.00996,3,19,3,7.60278,4056,59.0,0.49975
sim02_lig_d30,edge_12,3.05956,0.85714,-0.00056,2,19,3,2.62248,1147,24.0,0.50915
sim02_lig_d30,edge_13,3.90417,1.28571,-0.00934,2,19,3,5.01965,8020,36.0,0.50037
sim02_lig_d30,edge_14,3.3948,2.07143,-0.01818,3,19,3,7.03209,2482,58.0,0.49154
sim02_lig_d30,edge_15,5.39438,1.03571,0.01562,0,1,3,5.58703,247958,29.0,0.52533
sim02_lig_d30,edge_16,3.63719,2.21429,0.11468,4,19,3,8.05378,4337,62.0,0.62439
sim02_lig_d30,edge_17,3.0187,1.71429,0.14833,3,19,3,5.17492,1044,48.0,0.65805
sim02_lig_d30,edge_18,4.77303,5.0,0.01432,1,19,3,23.86516,59297,140.0,0.52404
sim02_lig_d30,edge_19,3.59715,0.82143,0.05792,2,19,3,2.9548,3955,23.0,0.56764
sim02_lig_d30,edge_20,3.67541,3.71429,0.05173,2,19,3,13.65153,4736,104.0,0.56144
sim02_lig_d30,edge_21,3.84844,1.32143,-0.0504,0,1,3,5.08543,7054,37.0,0.45931
sim02_rap_d15,edge_1,6.25444,1.0,0.00048,2,7,4,6.25444,1796552,14.0,0.5106
sim02_rap_d15,edge_2,3.62066,1.5,0.01634,1,7,4,5.43098,4175,21.0,0.52647
sim02_rap_d15,edge_3,3.87662,2.14286,0.0015,3,7,4,8.30705,7527,30.0,0.51162
sim02_rap_d15,edge_4,6.47041,1.0,-0.00029,3,7,4,6.47041,2953998,14.0,0.50984
sim02_rap_d15,edge_5,2.80754,2.35714,0.14408,2,7,4,6.61776,642,33.0,0.65421
sim02_rap_d15,edge_6,3.63759,0.71429,0.11439,4,7,4,2.59828,4341,10.0,0.62451
sim02_rap_d15,edge_7,3.68851,0.35714,0.48946,0,1,4,1.31732,4881,5.0,0.99959
sim02_rap_d15,edge_8,5.39429,1.0,0.01521,0,1,4,5.39429,247906,14.0,0.52533
sim02_rap_d15,edge_9,4.77305,5.14286,0.01393,1,7,4,24.5471,59299,72.0,0.52406
sim02_rap_d15,edge_10,3.84479,8.21429,-0.05409,0,1,4,31.58218,6995,115.0,0.45604
sim02_rap_d30,edge_1,6.62326,1.0,0.0,3,16,4,6.62326,4200078,28.0,0.50919
sim02_rap_d30,edge_2,2.8055,2.60714,0.14495,3,16,4,7.31434,639,73.0,0.65415
sim02_rap_d30,edge_3,3.63759,0.5,0.11532,4,16,4,1.81879,4341,14.0,0.62451
sim02_rap_d30,edge_4,3.72206,0.46429,0.06183,2,16,4,1.7281,5273,13.0,0.57102
sim02_rap_d30,edge_5,4.77302,5.03571,0.01483,1,16,4,24.03556,59295,141.0,0.52402
sim02_rap_d30,edge_6,5.47869,1.03571,0.00509,2,16,4,5.67436,301087,29.0,0.51429
sim02_rap_d30,edge_7,5.39438,1.0,0.01614,0,1,4,5.39438,247958,28.0,0.52533
sim02_rap_d30,edge_8,3.63639,0.46429,0.05468,0,1,4,1.68832,4329,13.0,0.56387
sim02_rap_d30,edge_9,2.93601,5.14286,0.04353,4,16,4,15.09948,863,144.0,0.55272
sim02_rap_d30,edge_10,5.40759,1.03571,0.01137,2,16,4,5.60072,255618,29.0,0.52057
sim02_rap_d30,edge_11,3.05956,2.07143,-0.00178,3,16,4,6.33767,1147,58.0,0.50741
sim02_rap_d30,edge_12,3.3941,1.89286,-0.01807,3,16,4,6.42455,2478,53.0,0.49112
sim02_rap_d30,edge_13,2.935,9.5,0.03668,3,16,4,27.88253,861,266.0,0.54588
sim02_rap_d30,edge_14,2.98046,8.35714,-0.00083,4,16,4,24.90811,956,234.0,0.50837
sim02_rap_d30,edge_15,3.50379,1.28571,0.04786,2,16,4,4.50487,3190,36.0,0.55705
sim02_rap_d30,edge_16,3.33385,5.53571,0.01885,4,16,4,18.45524,2157,155.0,0.52805
sim02_rap_d30,edge_17,3.60799,0.85714,-0.00956,2,16,4,3.09256,4055,24.0,0.49963
sim02_rap_d30,edge_18,2.72997,4.07143,-0.02689,2,16,4,11.1149,537,114.0,0.48231
sim02_rap_d30,edge_19,3.44107,15.0,-0.03111,0,1,4,51.616,2761,420.0,0.47809
sim03_lig_d15,edge_1,2.96708,1.64286,0.0424,3,31,7,4.87449,927,23.0,0.55016
sim03_lig_d15,edge_2,2.81291,1.21429,-0.0216,3,31,7,3.41568,650,17.0,0.48615
sim03_lig_d15,edge_3,3.63002,2.07143,0.07335,3,31,7,7.51933,4266,29.0,0.58111
sim03_lig_d15,edge_4,5.39415,1.07143,0.01305,2,31,7,5.77944,247827,15.0,0.52081
sim03_lig_d15,edge_5,3.57576,1.14286,0.0516,3,31,7,4.08659,3765,16.0,0.55936
sim03_lig_d15,edge_6,4.92741,1.0,0.03595,2,31,7,4.92741,84608,14.0,0.54371
sim03_lig_d15,edge_7,4.43263,1.28571,0.00352,2,31,7,5.6991,27079,18.0,0.51128
sim03_lig_d15,edge_8,3.86812,2.14286,-0.03086,2,31,7,8.28882,7381,30.0,0.4769
sim03_lig_d15,edge_9,4.56027,1.0,-0.01304,2,31,7,4.56027,36330,14.0,0.49472
sim03_lig_d15,edge_10,5.45666,1.0,0.00384,2,31,7,5.45666,286193,14.0,0.5116
sim03_lig_d15,edge_11,2.91062,3.57143,-0.01881,0,1,7,10.39509,814,50.0,0.48894
sim03_lig_d15,edge_12,2.69984,14.42857,-0.03271,0,1,7,38.9548,501,202.0,0.47505
sim03_lig_d15,edge_13,3.71933,0.42857,0.29224,0,1,7,1.594,5240,6.0,0.8
sim03_lig_d15,edge_14,6.57343,1.0,0.0,2,31,7,6.57343,3744786,14.0,0.50776
sim03_lig_d15,edge_15,3.53453,2.85714,0.05124,2,31,7,10.09867,3424,40.0,0.559
sim03_lig_d15,edge_16,3.08991,1.42857,0.04509,1,31,7,4.41415,1230,20.0,0.55285
sim03_lig_d15,edge_17,3.23779,0.28571,-0.02193,1,31,7,0.92508,1729,4.0,0.48583
sim03_lig_d15,edge_18,3.3822,1.92857,-0.03575,4,31,7,6.52281,2411,27.0,0.472
sim03_lig_d15,edge_19,3.0249,9.71429,0.03143,5,31,7,29.3847,1059,136.0,0.53919
sim03_lig_d15,edge_20,3.20925,11.21429,0.02467,4,31,7,35.98941,1619,157.0,0.53243
sim03_lig_d15,edge_21,2.78176,9.42857,-0.02511,3,31,7,26.22798,605,132.0,0.48264
sim03_lig_d15,edge_22,3.16554,8.85714,0.02571,4,31,7,28.03765,1464,124.0,0.53347
sim03_lig_d15,edge_23,2.8202,7.42857,-0.01003,9,31,7,20.95007,661,104.0,0.49773
sim03_lig_d15,edge_24,2.76418,5.14286,0.0258,5,31,7,14.21576,581,72.0,0.53356
sim03_lig_d15,edge_25,2.97864,1.64286,-0.04767,2,31,7,4.89347,952,23.0,0.46008
sim03_lig_d15,edge_26,5.30453,0.92857,0.01189,2,31,7,4.92563,201617,13.0,0.51964
sim03_lig_d15,edge_27,3.86016,2.0,0.00556,3,31,7,7.72032,7247,28.0,0.51332
sim03_lig_d15,edge_28,3.055,0.5,-0.03904,3,31,7,1.5275,1135,7.0,0.46872
sim03_lig_d15,edge_29,3.29732,2.0,-0.01507,4,31,7,6.59465,1983,28.0,0.49269
sim03_lig_d15,edge_30,3.71088,3.85714,-0.00124,2,31,7,14.31339,5139,54.0,0.50652
sim03_lig_d15,edge_31,3.73304,1.35714,0.03828,2,31,7,5.06626,5408,19.0,0.54604
sim03_lig_d15,edge_32,4.75593,0.85714,0.00792,2,31,7,4.07651,57007,12.0,0.51567
sim03_lig_d15,edge_33,3.62066,0.64286,-0.09267,0,1,7,2.32756,4175,9.0,0.41509
sim03_lig_d15,edge_34,3.62849,6.35714,0.01635,0,1,7,23.06684,4251,89.0,0.52411
sim03_lig_d15,edge_35,4.25952,1.21429,0.01318,4,31,7,5.17228,18177,17.0,0.52093
sim03_lig_d15,edge_36,4.55629,1.07143,0.01778,2,31,7,4.88174,35999,15.0,0.52554
sim03_lig_d15,edge_37,4.85022,2.0,0.02142,0,1,7,9.70043,70830,28.0,0.52918
sim03_lig_d30,edge_1,2.75511,1.93103,-0.01128,0,1,8,5.32022,569,56.0,0.49736
sim03_lig_d30,edge_2,4.46981,1.31034,-0.00063,3,20,8,5.85699,29499,38.0,0.50802
sim03_lig_d30,edge_3,6.60255,1.0,0.0,2,20,8,6.60255,4004516,29.0,0.50865
sim03_lig_d30,edge_4,2.74974,9.17241,-0.01399,3,20,8,25.22172,562,266.0,0.49466
sim03_lig_d30,edge_5,2.76042,3.55172,0.0226,5,20,8,9.80426,576,103.0,0.53125
sim03_lig_d30,edge_6,3.0249,4.17241,0.03054,6,20,8,12.62112,1059,121.0,0.53919
sim03_lig_d30,edge_7,3.28194,4.06897,0.01643,5,20,8,13.35411,1914,118.0,0.52508
sim03_lig_d30,edge_8,3.89768,1.06897,0.00331,3,20,8,4.16649,7901,31.0,0.51196
sim03_lig_d30,edge_9,5.30453,0.93103,0.011,3,20,8,4.9387,201619,27.0,0.51965
sim03_lig_d30,edge_10,3.05308,0.13793,-0.04139,3,20,8,0.42111,1130,4.0,0.46726
sim03_lig_d30,edge_11,5.68823,1.0,0.01183,2,20,8,5.68823,487788,29.0,0.52048
sim03_lig_d30,edge_12,3.73223,0.89655,0.03693,2,20,8,3.34614,5398,26.0,0.54557
sim03_lig_d30,edge_13,3.55133,0.68966,-0.02227,2,20,8,2.44919,3559,20.0,0.48637
sim03_lig_d30,edge_14,3.70286,3.31034,-0.00201,2,20,8,12.25775,5045,96.0,0.50664
sim03_lig_d30,edge_15,3.02816,1.0,0.03774,1,20,8,3.02816,1067,29.0,0.54639
sim03_lig_d30,edge_16,3.61982,0.62069,-0.09372,0,1,8,2.24679,4167,18.0,0.41493
sim03_lig_d30,edge_17,3.53453,2.68966,0.05064,2,20,8,9.50668,3424,78.0,0.55929
sim03_lig_d30,edge_18,2.97864,0.24138,0.15522,0,1,8,0.71898,952,7.0,0.66387
sim03_lig_d30,edge_19,3.71399,2.48276,0.06631,2,20,8,9.22095,5176,72.0,0.57496
sim03_lig_d30,edge_20,4.60308,0.89655,-0.00785,2,20,8,4.1269,40094,26.0,0.5008
sim03_lig_d30,edge_21,3.868,1.86207,-0.03162,2,20,8,7.20248,7379,54.0,0.47703
sim03_lig_d30,edge_22,3.53567,6.72414,0.01451,1,2,8,23.77436,3433,195.0,0.52316
sim03_lig_d30,edge_23,2.91275,6.51724,0.02069,1,2,8,18.98312,818,189.0,0.52934
sim03_lig_d30,edge_24,2.77012,0.68966,0.48966,0,1,8,1.91042,589,20.0,0.9983
sim03_lig_d30,edge_25,2.95665,0.82759,-0.00699,2,3,8,2.44688,905,24.0,0.50166
sim03_lig_d30,edge_26,2.82607,0.96552,-0.00566,2,3,8,2.72862,670,28.0,0.50299
sim03_lig_d30,edge_27,2.71349,4.27586,-0.00768,2,3,8,11.60251,517,124.0,0.50097
sim03_lig_d30,edge_28,4.25978,1.03448,0.0123,4,20,8,4.40667,18188,30.0,0.52095
sim03_lig_d30,edge_29,3.25212,5.41379,0.02297,4,20,8,17.60633,1787,157.0,0.53162
sim03_lig_d30,edge_30,4.85022,2.03448,0.02054,0,1,8,9.86768,70830,59.0,0.52918
sim03_rap_d15,edge_1,3.71542,2.78571,0.06631,2,25,12,10.35009,5193,39.0,0.57558
sim03_rap_d15,edge_2,4.43441,1.07143,-0.00714,3,25,12,4.75115,27190,15.0,0.50213
sim03_rap_d15,edge_3,6.18495,1.0,0.00442,2,25,12,6.18495,1530915,14.0,0.5137
sim03_rap_d15,edge_4,5.54646,1.07143,0.00426,2,25,12,5.94263,351932,15.0,0.51354
sim03_rap_d15,edge_5,6.0751,1.0,-0.00701,3,25,12,6.0751,1188767,14.0,0.50226
sim03_rap_d15,edge_6,6.14161,1.0,0.00113,2,25,12,6.14161,1385515,14.0,0.5104
sim03_rap_d15,edge_7,2.82413,3.57143,-0.01002,6,25,12,10.08616,667,50.0,0.49925
sim03_rap_d15,edge_8,3.25212,9.85714,0.02234,4,25,12,32.05666,1787,138.0,0.53162
sim03_rap_d15,edge_9,3.0249,9.14286,0.02992,6,25,12,27.65619,1059,128.0,0.53919
sim03_rap_d15,edge_10,3.23905,7.64286,0.0161,8,25,12,24.75559,1734,107.0,0.52537
sim03_rap_d15,edge_11,2.75358,7.0,-0.01545,3,25,12,19.27508,567,98.0,0.49383
sim03_rap_d15,edge_12,2.73799,3.57143,0.02272,5,25,12,9.77853,547,50.0,0.53199
sim03_rap_d15,edge_13,5.30457,1.07143,0.01039,2,25,12,5.68347,201639,15.0,0.51966
sim03_rap_d15,edge_14,3.03623,0.5,-0.04469,3,25,12,1.51811,1087,7.0,0.46458
sim03_rap_d15,edge_15,4.55808,0.78571,0.01626,4,25,12,3.58135,36148,11.0,0.52553
sim03_rap_d15,edge_16,3.26245,2.14286,-0.02075,4,25,12,6.99097,1830,30.0,0.48852
sim03_rap_d15,edge_17,3.05843,0.07143,-0.03987,2,25,12,0.21846,1144,1.0,0.46941
sim03_rap_d15,edge_18,3.055,0.85714,-0.04055,2,25,12,2.61857,1135,12.0,0.46872
sim03_rap_d15,edge_19,2.74507,0.0,0.00871,0,1,12,0.0,556,0.0,0.51799
sim03_rap_d15,edge_20,2.74819,0.71429,0.00858,0,1,12,1.96299,560,10.0,0.51786
sim03_rap_d15,edge_21,3.60173,0.5,0.13696,0,1,12,1.80087,3997,7.0,0.64623
sim03_rap_d15,edge_22,3.27921,0.07143,0.03857,1,25,12,0.23423,1902,1.0,0.54784
sim03_rap_d15,edge_23,3.36342,1.85714,0.0676,3,25,12,6.24636,2309,26.0,0.57687
sim03_rap_d15,edge_24,3.53352,2.28571,0.05015,2,25,12,8.07661,3416,32.0,0.55943
sim03_rap_d15,edge_25,3.02694,1.78571,0.03678,2,25,12,5.40525,1064,25.0,0.54605
sim03_rap_d15,edge_26,3.23679,0.21429,-0.02405,2,25,12,0.6936,1725,3.0,0.48522
sim03_rap_d15,edge_27,3.61553,0.35714,0.00309,0,1,12,1.29126,4126,5.0,0.51236
sim03_rap_d15,edge_28,2.76042,0.21429,-0.01622,0,1,12,0.59152,576,3.0,0.49306
sim03_rap_d15,edge_29,3.89382,0.21429,-0.17598,0,1,12,0.83439,7831,3.0,0.33329
sim03_rap_d15,edge_30,3.06633,0.57143,0.03322,0,1,12,1.75219,1165,8.0,0.54249
sim03_rap_d15,edge_31,2.99695,0.07143,0.03655,0,1,12,0.21407,993,1.0,0.54582
sim03_rap_d15,edge_32,4.25653,1.14286,0.01139,4,25,12,4.8646,18052,16.0,0.52066
sim03_rap_d15,edge_33,4.43283,0.78571,-0.01265,3,25,12,3.48293,27091,11.0,0.49662
sim03_rap_d15,edge_34,3.90358,13.5,0.01426,0,1,12,52.69831,8009,189.0,0.52354
sim03_rap_d15,edge_35,4.85022,2.0,0.01991,0,1,12,9.70043,70830,28.0,0.52918
sim03_rap_d15,edge_36,3.61982,9.92857,-0.09435,0,1,12,35.93968,4167,139.0,0.41493
sim03_rap_d30,edge_1,3.55133,0.64286,-0.02303,3,26,13,2.283,3559,18.0,0.48665
sim03_rap_d30,edge_2,3.02776,1.82143,0.03628,2,26,13,5.51484,1066,51.0,0.54597
sim03_rap_d30,edge_3,6.43884,1.0,-0.00112,3,26,13,6.43884,2746852,28.0,0.50857
sim03_rap_d30,edge_4,6.00973,1.0,0.00169,3,26,13,6.00973,1022648,28.0,0.51138
sim03_rap_d30,edge_5,5.59348,1.0,0.005,2,26,13,5.59348,392179,28.0,0.51469
sim03_rap_d30,edge_6,2.76042,4.64286,0.02156,4,26,13,12.81625,576,130.0,0.53125
sim03_rap_d30,edge_7,2.80346,9.53571,0.03905,5,26,13,26.73297,636,267.0,0.54874
sim03_rap_d30,edge_8,3.20925,10.21429,0.02212,4,26,13,32.78016,1619,286.0,0.53181
sim03_rap_d30,edge_9,2.74974,8.10714,-0.01503,3,26,13,22.29251,562,227.0,0.49466
sim03_rap_d30,edge_10,3.28194,8.10714,0.01539,6,26,13,26.60717,1914,227.0,0.52508
sim03_rap_d30,edge_11,3.05231,0.82143,-0.04249,4,26,13,2.50725,1128,23.0,0.4672
sim03_rap_d30,edge_12,2.8202,0.21429,-0.01196,5,26,13,0.60433,661,6.0,0.49773
sim03_rap_d30,edge_13,5.74839,1.03571,0.00242,2,26,13,5.95369,560262,29.0,0.51211
sim03_rap_d30,edge_14,3.85974,0.89286,0.00357,3,26,13,3.4462,7240,25.0,0.51326
sim03_rap_d30,edge_15,3.40432,0.67857,0.03781,2,26,13,2.31007,2537,19.0,0.5475
sim03_rap_d30,edge_16,4.18943,0.78571,-0.03277,3,26,13,3.2917,15468,22.0,0.47692
sim03_rap_d30,edge_17,3.45561,1.57143,0.03462,3,26,13,5.43024,2855,44.0,0.54431
sim03_rap_d30,edge_18,2.74194,0.85714,0.01024,2,26,13,2.35023,552,24.0,0.51993
