isolate,arm,chromosome_acc,chromosome_len,plasmid_name,plasmid_acc,plasmid_len,plasmid_len_original,stratum,stratum_designed,analysis_set,copy_number,organism,gc,repeat_family,repeat_role,repeat_copies_in_plasmid,repeat_bases_in_plasmid,repeat_frac,cointegrated,isolate_seed
sim07,r10_hq,GCF_000784925.1,5430912,plasmid_2,NZ_AP019636.1,9021,9021,small,small,interventional,11,Enterobacter sp.,0.5237,IS_sim07,absorb,0,0,0.0,false,20360817
sim07,r10_hq,GCF_000784925.1,5430912,plasmid_3,CP046889.1,10060,10060,small,small,interventional,14,Klebsiella pneumoniae,0.5506,IS_sim07,absorb,0,0,0.0,false,20360817
sim07,r10_hq,GCF_000784925.1,5430912,plasmid_4,NZ_CP098212.1,115561,115561,large,large,interventional,1,Escherichia coli,0.5026,IS_sim07,absorb,0,0,0.0,true,20360817
sim08,r9_raw,GCF_000801165.1,4919174,plasmid_1,NC_025013.1,8561,8561,small,small,interventional,16,Escherichia coli,0.4851,IS_sim08,absorb,0,0,0.0,false,20360818
sim08,r9_raw,GCF_000801165.1,4919174,plasmid_2,NZ_CP014660.1,9323,9323,small,small,interventional,14,Salmonella enterica,0.5121,IS_sim08,absorb,0,0,0.0,false,20360818
sim08,r9_raw,GCF_000801165.1,4919174,plasmid_3,CP139222.1,82789,82789,medium,medium,interventional,1,Klebsiella pneumoniae,0.5405,IS_sim08,absorb,0,0,0.0,true,20360818
sim09,r10_hq,GCF_000801185.2,4884464,plasmid_1,NZ_CP145178.1,9383,9383,small,small,interventional,16,Klebsiella pneumoniae,0.5180,,,0,0,0.0,false,20360819
sim09,r10_hq,GCF_000801185.2,4884464,plasmid_2,NZ_MN276080.1,46161,46161,medium,medium,interventional,5,Escherichia coli,0.4665,,,0,0,0.0,false,20360819
sim09,r10_hq,GCF_000801185.2,4884464,plasmid_3,CP110593.1,111122,111122,large,large,interventional,1,Klebsiella pneumoniae,0.4915,,,0,0,0.0,false,20360819
sim10,r9_raw,GCF_000814145.2,4761012,plasmid_1,NC_017097.1,9005,9005,small,small,interventional,11,Enterobacter cloacae,0.5991,,,0,0,0.0,false,20360820
sim10,r9_raw,GCF_000814145.2,4761012,plasmid_2,NZ_OP038270.1,8401,8401,small,small,interventional,22,Shigella sonnei,0.5540,,,0,0,0.0,false,20360820
sim10,r9_raw,GCF_000814145.2,4761012,plasmid_3,NZ_CP097653.1,52065,52065,medium,medium,interventional,3,Klebsiella pneumoniae,0.4865,,,0,0,0.0,false,20360820
sim10,r9_raw,GCF_000814145.2,4761012,plasmid_4,NZ_CP099410.1,243028,243028,large,large,interventional,1,Klebsiella pneumoniae,0.5173,,,0,0,0.0,false,20360820
sim11,r10_hq,GCF_000597845.1,4758629,plasmid_1,NZ_CP030001.1,4251,4251,tiny,tiny,deterministic_tiny,25,Salmonella enterica,0.5418,,,0,0,0.0,false,20360821
sim11,r10_hq,GCF_000597845.1,4758629,plasmid_2,NZ_CP011586.1,10403,10403,small,small,interventional,9,Enterobacter asburiae,0.4992,,,0,0,0.0,false,20360821
sim11,r10_hq,GCF_000597845.1,4758629,plasmid_3,NZ_CP065127.1,10047,10047,small,small,interventional,9,Salmonella enterica,0.5058,,,0,0,0.0,false,20360821
sim11,r10_hq,GCF_000597845.1,4758629,plasmid_4,NZ_LR883007.1,46243,46243,medium,medium,interventional,4,Escherichia coli,0.5047,,,0,0,0.0,false,20360821
sim12,r9_raw,GCF_000599625.1,4807977,plasmid_1,NC_016834.1,8953,8953,small,small,interventional,17,Shigella sonnei,0.3965,,,0,0,0.0,false,20360822
sim12,r9_raw,GCF_000599625.1,4807977,plasmid_2,CP052210.1,9294,9294,small,small,interventional,12,Klebsiella pneumoniae,0.5518,,,0,0,0.0,false,20360822
sim12,r9_raw,GCF_000599625.1,4807977,plasmid_3,NZ_KU743383.1,33311,33311,medium,medium,interventional,4,Escherichia coli,0.4185,,,0,0,0.0,false,20360822
sim13,r10_hq,GCF_000599645.1,4875682,plasmid_1,NZ_CP091475.1,9564,9564,small,small,interventional,12,Klebsiella michiganensis,0.4462,,,0,0,0.0,false,20360823
sim13,r10_hq,GCF_000599645.1,4875682,plasmid_2,NZ_OP038303.1,8401,8401,small,small,interventional,21,Shigella sonnei,0.5540,,,0,0,0.0,false,20360823
sim13,r10_hq,GCF_000599645.1,4875682,plasmid_3,CP099284.1,110387,110387,large,large,interventional,2,Escherichia coli,0.4632,,,0,0,0.0,false,20360823
sim14,r9_raw,GCF_000599665.1,5054509,plasmid_1,NZ_CP046965.1,10060,10060,small,small,interventional,11,Klebsiella pneumoniae,0.5506,,,0,0,0.0,false,20360824
sim14,r9_raw,GCF_000599665.1,5054509,plasmid_2,CP061237.1,60609,60609,medium,medium,interventional,4,Escherichia coli,0.5138,,,0,0,0.0,false,20360824
sim14,r9_raw,GCF_000599665.1,5054509,plasmid_3,NZ_OU342903.1,35437,35437,medium,medium,interventional,2,Escherichia coli,0.4836,,,0,0,0.0,false,20360824
sim15,r10_hq,GCF_000599685.1,5081766,plasmid_1,NZ_CP065086.1,3373,3373,tiny,tiny,deterministic_tiny,32,Salmonella enterica,0.5529,IS_sim15,absorb,0,0,0.0,false,20360825
sim15,r10_hq,GCF_000599685.1,5081766,plasmid_2,NZ_CP151394.1,8401,8401,small,small,interventional,19,Shigella sonnei,0.5541,IS_sim15,absorb,0,0,0.0,false,20360825
sim15,r10_hq,GCF_000599685.1,5081766,plasmid_3,CP050838.1,8522,8522,small,small,interventional,16,Klebsiella pneumoniae,0.5400,IS_sim15,absorb,0,0,0.0,false,20360825
sim15,r10_hq,GCF_000599685.1,5081766,plasmid_4,NZ_OR388868.1,78220,78220,medium,medium,interventional,1,Klebsiella pneumoniae,0.5221,IS_sim15,absorb,0,0,0.0,true,20360825
sim16,r9_raw,GCF_000599705.1,5118014,plasmid_1,CP125756.1,9294,9294,small,small,interventional,13,Klebsiella pneumoniae,0.5515,IS_sim16,absorb,0,0,0.0,false,20360826
sim16,r9_raw,GCF_000599705.1,5118014,plasmid_2,NZ_CP045679.1,9730,9730,small,small,interventional,8,Klebsiella pneumoniae,0.5322,IS_sim16,absorb,0,0,0.0,false,20360826
sim16,r9_raw,GCF_000599705.1,5118014,plasmid_3,CP088844.1,19684,19684,medium,medium,interventional,1,Escherichia coli,0.4981,IS_sim16,absorb,0,0,0.0,true,20360826
sim16,r9_raw,GCF_000599705.1,5118014,plasmid_4,NZ_CP021835.1,210045,210045,large,large,interventional,1,Klebsiella pneumoniae,0.5325,IS_sim16,absorb,0,0,0.0,false,20360826
sim17,r10_hq,GCF_000784925.1,5419398,plasmid_1,NZ_CP009772.1,9294,9294,small,small,interventional,21,Klebsiella pneumoniae,0.5515,IS_sim17,absorb,0,0,0.0,false,20360827
sim17,r10_hq,GCF_000784925.1,5419398,plasmid_2,NZ_CP109777.1,8401,8401,small,small,interventional,21,Shigella sonnei,0.5541,IS_sim17,absorb,0,0,0.0,false,20360827
sim17,r10_hq,GCF_000784925.1,5419398,plasmid_3,CP099135.1,99157,99157,medium,medium,interventional,1,Escherichia coli,0.5173,IS_sim17,absorb,0,0,0.0,true,20360827
sim18,r9_raw,GCF_000801165.1,4898288,plasmid_1,NZ_CP157101.1,9144,9144,small,small,interventional,13,Escherichia coli,0.5113,IS_sim18,absorb,0,0,0.0,false,20360828
sim18,r9_raw,GCF_000801165.1,4898288,plasmid_2,NZ_CP100504.1,63428,63428,medium,medium,interventional,1,Escherichia coli,0.5233,IS_sim18,absorb,0,0,0.0,true,20360828
sim19,r10_hq,GCF_000801185.2,4884464,plasmid_1,NZ_AP022408.1,2266,2266,tiny,tiny,deterministic_tiny,30,Citrobacter portucalensis,0.4651,,,0,0,0.0,false,20360829
sim19,r10_hq,GCF_000801185.2,4884464,plasmid_2,NC_019113.1,10047,10047,small,small,interventional,12,Salmonella enterica,0.5058,,,0,0,0.0,false,20360829
sim19,r10_hq,GCF_000801185.2,4884464,plasmid_3,NZ_CP101570.1,10060,10060,small,small,interventional,25,Klebsiella pneumoniae,0.5506,,,0,0,0.0,false,20360829
sim19,r10_hq,GCF_000801185.2,4884464,plasmid_4,NZ_CP114355.1,236560,236560,large,large,interventional,1,Klebsiella variicola,0.5325,,,0,0,0.0,false,20360829
sim20,r9_raw,GCF_000814145.2,4814600,plasmid_1,LC744476.1,10494,10494,small,small,interventional,25,Escherichia coli,0.5634,IS_sim20,absorb,0,0,0.0,false,20360830
sim20,r9_raw,GCF_000814145.2,4814600,plasmid_2,NZ_CP058166.1,9923,9923,small,small,interventional,17,Enterobacter hormaechei,0.5729,IS_sim20,absorb,0,0,0.0,false,20360830
sim20,r9_raw,GCF_000814145.2,4814600,plasmid_3,NZ_CP087572.1,46160,46160,medium,medium,interventional,1,Escherichia coli,0.4665,IS_sim20,absorb,0,0,0.0,true,20360830
sim20,r9_raw,GCF_000814145.2,4814600,plasmid_4,NZ_KJ201886.1,47669,47669,medium,medium,interventional,3,Shigella flexneri,0.4312,IS_sim20,absorb,0,0,0.0,false,20360830
sim21,r10_hq,GCF_000597845.1,4809643,plasmid_1,NZ_CP016009.1,8556,8556,small,small,interventional,19,Escherichia coli,0.4746,IS_sim21,absorb,0,0,0.0,false,20360831
sim21,r10_hq,GCF_000597845.1,4809643,plasmid_2,NZ_CP131918.1,10060,10060,small,small,interventional,8,Klebsiella pneumoniae,0.5506,IS_sim21,absorb,0,0,0.0,false,20360831
sim21,r10_hq,GCF_000597845.1,4809643,plasmid_3,NZ_AP022529.1,44402,44402,medium,medium,interventional,1,Klebsiella pneumoniae,0.4949,IS_sim21,absorb,0,0,0.0,true,20360831
sim22,r9_raw,GCF_000599625.1,4807977,plasmid_1,NZ_CP154431.1,10061,10061,small,small,interventional,18,Klebsiella pneumoniae,0.5505,,,0,0,0.0,false,20360832
sim22,r9_raw,GCF_000599625.1,4807977,plasmid_2,NZ_CP157116.1,96182,96182,medium,medium,interventional,3,Escherichia coli,0.4782,,,0,0,0.0,false,20360832
sim22,r9_raw,GCF_000599625.1,4807977,plasmid_3,NZ_CP070900.1,136763,136763,large,large,interventional,1,Klebsiella pneumoniae,0.5211,,,0,0,0.0,false,20360832
sim23,r10_hq,GCF_000599645.1,4875682,plasmid_1,NZ_CP080176.1,3553,3553,tiny,tiny,deterministic_tiny,10,Escherichia coli,0.4565,,,0,0,0.0,false,20360833
sim23,r10_hq,GCF_000599645.1,4875682,plasmid_2,CP052166.1,9294,9294,small,small,interventional,8,Klebsiella pneumoniae,0.5518,,,0,0,0.0,false,20360833
sim23,r10_hq,GCF_000599645.1,4875682,plasmid_3,NZ_CP014101.1,8420,8420,small,small,interventional,11,Shigella sonnei,0.5532,,,0,0,0.0,false,20360833
sim23,r10_hq,GCF_000599645.1,4875682,plasmid_4,NZ_CP077775.1,11972,11972,medium,medium,interventional,6,Klebsiella pneumoniae,0.5560,,,0,0,0.0,false,20360833
sim24,r9_raw,GCF_000599665.1,5225769,plasmid_1,NZ_CP045265.1,10060,10060,small,small,interventional,14,Klebsiella pneumoniae,0.5506,IS_sim24,absorb,0,0,0.0,false,20360834
sim24,r9_raw,GCF_000599665.1,5225769,plasmid_2,NZ_LS992179.1,9294,9294,small,small,interventional,25,Citrobacter freundii,0.5515,IS_sim24,absorb,0,0,0.0,false,20360834
sim24,r9_raw,GCF_000599665.1,5225769,plasmid_3,JNBM01000002.1,162535,162535,large,large,interventional,1,Klebsiella pneumoniae,0.5373,IS_sim24,absorb,0,0,0.0,true,20360834
sim25,r10_hq,GCF_000599685.1,4998910,plasmid_1,CP082614.1,10384,10384,small,small,interventional,18,Salmonella enterica,0.5033,,,0,0,0.0,false,20360835
sim25,r10_hq,GCF_000599685.1,4998910,plasmid_2,NZ_CP147172.1,10060,10060,small,small,interventional,23,Klebsiella pneumoniae,0.5506,,,0,0,0.0,false,20360835
sim25,r10_hq,GCF_000599685.1,4998910,plasmid_3,AP029164.1,81994,81994,medium,medium,interventional,2,Escherichia coli,0.5157,,,0,0,0.0,false,20360835
sim25,r10_hq,GCF_000599685.1,4998910,plasmid_4,CP088409.1,149590,149590,large,large,interventional,1,Escherichia coli,0.5170,,,0,0,0.0,false,20360835
sim26,r9_raw,GCF_000599705.1,5159324,plasmid_1,NZ_MG800339.1,8749,8749,small,small,interventional,23,Escherichia coli,0.4550,IS_sim26,absorb,0,0,0.0,false,20360836
sim26,r9_raw,GCF_000599705.1,5159324,plasmid_2,NZ_CP082022.1,10049,10049,small,small,interventional,23,Klebsiella pneumoniae,0.5503,IS_sim26,absorb,0,0,0.0,false,20360836
sim26,r9_raw,GCF_000599705.1,5159324,plasmid_3,CP021900.1,63482,63482,medium,medium,interventional,1,Enterobacter cloacae,0.5431,IS_sim26,absorb,0,0,0.0,true,20360836
sim27,r10_hq,GCF_000784925.1,5340366,plasmid_1,CP090303.1,8490,8490,small,small,interventional,16,Escherichia coli,0.5386,IS_sim27,absorb,0,0,0.0,false,20360837
sim27,r10_hq,GCF_000784925.1,5340366,plasmid_2,NZ_CP074547.1,10121,10121,small,small,interventional,15,Klebsiella aerogenes,0.5466,IS_sim27,absorb,0,0,0.0,false,20360837
sim27,r10_hq,GCF_000784925.1,5340366,plasmid_3,CP031371.2,21845,21845,medium,medium,interventional,1,Klebsiella pneumoniae,0.5008,IS_sim27,absorb,0,0,0.0,true,20360837
sim27,r10_hq,GCF_000784925.1,5340366,plasmid_4,NZ_CP084875.1,199821,199821,large,large,interventional,1,Klebsiella africana,0.4449,IS_sim27,absorb,0,0,0.0,false,20360837
sim28,r9_raw,GCF_000801165.1,4827630,plasmid_1,NZ_CP123259.1,3374,3374,tiny,tiny,deterministic_tiny,16,Escherichia coli,0.5519,,,0,0,0.0,false,20360838
sim28,r9_raw,GCF_000801165.1,4827630,plasmid_2,NZ_ON107494.1,8577,8577,small,small,interventional,16,Klebsiella pneumoniae,0.5961,,,0,0,0.0,false,20360838
sim28,r9_raw,GCF_000801165.1,4827630,plasmid_3,NZ_CP093462.1,8444,8444,small,small,interventional,25,Klebsiella pneumoniae,0.4548,,,0,0,0.0,false,20360838
sim28,r9_raw,GCF_000801165.1,4827630,plasmid_4,NZ_CP142410.1,31763,31763,medium,medium,interventional,6,Klebsiella pneumoniae,0.4108,,,0,0,0.0,false,20360838
sim29,r10_hq,GCF_000801185.2,4884464,plasmid_1,NZ_CP036303.1,10060,10060,small,small,interventional,12,Klebsiella pneumoniae,0.5506,,,0,0,0.0,false,20360839
sim29,r10_hq,GCF_000801185.2,4884464,plasmid_2,NZ_CP028998.1,10077,10077,small,small,interventional,21,Klebsiella pneumoniae,0.5504,,,0,0,0.0,false,20360839
sim29,r10_hq,GCF_000801185.2,4884464,plasmid_3,NZ_CP082095.1,125677,125677,large,large,interventional,1,Escherichia coli,0.5031,,,0,0,0.0,false,20360839
sim30,r9_raw,GCF_000814145.2,4761012,plasmid_1,CP052548.1,9294,9294,small,small,interventional,24,Klebsiella pneumoniae,0.5518,,,0,0,0.0,false,20360840
sim30,r9_raw,GCF_000814145.2,4761012,plasmid_2,NZ_CP077825.1,49579,49579,medium,medium,interventional,2,Klebsiella pneumoniae,0.5133,,,0,0,0.0,false,20360840
sim31,r10_hq,GCF_000597845.1,4758629,plasmid_1,NZ_CP067388.1,9581,9581,small,small,interventional,8,Klebsiella grimontii,0.4359,,,0,0,0.0,false,20360841
sim31,r10_hq,GCF_000597845.1,4758629,plasmid_2,NZ_OR237796.1,8401,8401,small,small,interventional,25,Shigella sonnei,0.5540,,,0,0,0.0,false,20360841
sim31,r10_hq,GCF_000597845.1,4758629,plasmid_3,NZ_CP102924.1,46161,46161,medium,medium,interventional,4,Klebsiella quasipneumoniae,0.4665,,,0,0,0.0,false,20360841
sim31,r10_hq,GCF_000597845.1,4758629,plasmid_4,NZ_CP026173.1,64271,64271,medium,medium,interventional,3,Klebsiella pneumoniae,0.5365,,,0,0,0.0,false,20360841
sim32,r9_raw,GCF_000599625.1,5002409,plasmid_1,CP052508.1,3991,3991,tiny,tiny,deterministic_tiny,19,Klebsiella pneumoniae,0.4435,IS_sim32,absorb,0,0,0.0,false,20360842
sim32,r9_raw,GCF_000599625.1,5002409,plasmid_2,NZ_CP024463.1,10046,10046,small,small,interventional,18,Klebsiella pneumoniae,0.5513,IS_sim32,absorb,0,0,0.0,false,20360842
sim32,r9_raw,GCF_000599625.1,5002409,plasmid_3,CP052424.1,9294,9294,small,small,interventional,9,Klebsiella pneumoniae,0.5518,IS_sim32,absorb,0,0,0.0,false,20360842
sim32,r9_raw,GCF_000599625.1,5002409,plasmid_4,NZ_CP034820.1,188527,188527,large,large,interventional,1,Salmonella sp.,0.4655,IS_sim32,absorb,0,0,0.0,true,20360842
sim33,r10_hq,GCF_000599645.1,4875682,plasmid_1,NZ_CP023647.1,8401,8401,small,small,interventional,9,Shigella sonnei,0.5541,,,0,0,0.0,false,20360843
sim33,r10_hq,GCF_000599645.1,4875682,plasmid_2,NZ_CP116927.1,8412,8412,small,small,interventional,17,Escherichia coli,0.5536,,,0,0,0.0,false,20360843
sim33,r10_hq,GCF_000599645.1,4875682,plasmid_3,NZ_CP020856.1,76158,76158,medium,medium,interventional,4,Klebsiella pneumoniae,0.5336,,,0,0,0.0,false,20360843
sim34,r9_raw,GCF_000599665.1,5161675,plasmid_1,NZ_CP025464.1,10060,10060,small,small,interventional,25,Klebsiella pneumoniae,0.5506,IS_sim34,absorb,0,0,0.0,false,20360844
sim34,r9_raw,GCF_000599665.1,5161675,plasmid_2,NZ_CP142951.1,98051,98051,medium,medium,interventional,1,Escherichia coli,0.4772,IS_sim34,absorb,0,0,0.0,true,20360844
sim34,r9_raw,GCF_000599665.1,5161675,plasmid_3,NZ_CP133876.1,204977,204977,large,large,interventional,1,Klebsiella pneumoniae,0.4998,IS_sim34,absorb,0,0,0.0,false,20360844
sim35,r10_hq,GCF_000599685.1,4998910,plasmid_1,CP093141.1,10383,10383,small,small,interventional,18,Salmonella enterica,0.5033,,,0,0,0.0,false,20360845
sim35,r10_hq,GCF_000599685.1,4998910,plasmid_2,NZ_CP097390.1,9730,9730,small,small,interventional,16,Klebsiella pneumoniae,0.5322,,,0,0,0.0,false,20360845
sim35,r10_hq,GCF_000599685.1,4998910,plasmid_3,CP134900.1,47029,47029,medium,medium,interventional,6,Escherichia coli,0.4692,,,0,0,0.0,false,20360845
sim35,r10_hq,GCF_000599685.1,4998910,plasmid_4,NZ_CP120564.1,122286,122286,large,large,interventional,2,Escherichia coli,0.4867,,,0,0,0.0,false,20360845
sim36,r9_raw,GCF_000599705.1,5090442,plasmid_1,NC_019987.1,3174,3174,tiny,tiny,deterministic_tiny,22,Klebsiella pneumoniae,0.4679,,,0,0,0.0,false,20360846
sim36,r9_raw,GCF_000599705.1,5090442,plasmid_2,NZ_CP146568.1,10328,10328,small,small,interventional,14,Escherichia coli,0.4754,,,0,0,0.0,false,20360846
sim36,r9_raw,GCF_000599705.1,5090442,plasmid_3,NC_009345.1,8401,8401,small,small,interventional,8,Shigella sonnei,0.5541,,,0,0,0.0,false,20360846
sim36,r9_raw,GCF_000599705.1,5090442,plasmid_4,NZ_LR890301.1,70656,70656,medium,medium,interventional,2,Escherichia coli,0.5091,,,0,0,0.0,false,20360846
sim37,r10_hq,GCF_000784925.1,5310511,plasmid_1,CP100068.1,9358,9358,small,small,interventional,15,Escherichia coli,0.5058,,,0,0,0.0,false,20360847
sim37,r10_hq,GCF_000784925.1,5310511,plasmid_2,NZ_CP079639.1,8514,8514,small,small,interventional,14,Klebsiella pneumoniae,0.4662,,,0,0,0.0,false,20360847
sim37,r10_hq,GCF_000784925.1,5310511,plasmid_3,NZ_MT108208.1,97460,97460,medium,medium,interventional,2,Klebsiella pneumoniae,0.5317,,,0,0,0.0,false,20360847
sim38,r9_raw,GCF_000801165.1,4827630,plasmid_1,NZ_CP128883.1,9565,9565,small,small,interventional,16,Escherichia coli,0.4109,,,0,0,0.0,false,20360848
sim38,r9_raw,GCF_000801165.1,4827630,plasmid_2,NZ_CP020845.1,9510,9510,small,small,interventional,17,Klebsiella pneumoniae,0.4668,,,0,0,0.0,false,20360848
sim38,r9_raw,GCF_000801165.1,4827630,plasmid_3,NZ_CP126848.1,339654,339654,large,large,interventional,2,Enterobacter hormaechei,0.4712,,,0,0,0.0,false,20360848
sim39,r10_hq,GCF_000801185.2,4939652,plasmid_1,CP052206.1,9294,9294,small,small,interventional,24,Klebsiella pneumoniae,0.5518,IS_sim39,absorb,0,0,0.0,false,20360849
sim39,r10_hq,GCF_000801185.2,4939652,plasmid_2,CP025972.1,46623,46623,medium,medium,interventional,1,Escherichia coli,0.4590,IS_sim39,absorb,0,0,0.0,true,20360849
sim39,r10_hq,GCF_000801185.2,4939652,plasmid_3,NZ_CP073793.1,82998,82998,medium,medium,interventional,4,Klebsiella pneumoniae,0.5264,IS_sim39,absorb,0,0,0.0,false,20360849
sim40,r9_raw,GCF_000814145.2,4761012,plasmid_1,NZ_CP107351.1,5596,5596,tiny,tiny,deterministic_tiny,13,Klebsiella pneumoniae,0.5113,,,0,0,0.0,false,20360850
sim40,r9_raw,GCF_000814145.2,4761012,plasmid_2,NZ_CP022017.1,9815,9815,small,small,interventional,10,Salmonella enterica,0.5158,,,0,0,0.0,false,20360850
sim40,r9_raw,GCF_000814145.2,4761012,plasmid_3,NZ_CP122392.1,8801,8801,small,small,interventional,17,Klebsiella pneumoniae,0.5644,,,0,0,0.0,false,20360850
sim40,r9_raw,GCF_000814145.2,4761012,plasmid_4,NZ_CP068313.1,63589,63589,medium,medium,interventional,6,Klebsiella pneumoniae,0.5122,,,0,0,0.0,false,20360850
sim41,r10_hq,GCF_000597845.1,4758629,plasmid_1,NZ_CP100673.1,9316,9316,small,small,interventional,21,Salmonella enterica,0.5391,,,0,0,0.0,false,20360851
sim41,r10_hq,GCF_000597845.1,4758629,plasmid_2,NZ_CP083489.1,9740,9740,small,small,interventional,12,Escherichia coli,0.4685,,,0,0,0.0,false,20360851
sim41,r10_hq,GCF_000597845.1,4758629,plasmid_3,NZ_KU318420.1,71141,71141,medium,medium,interventional,4,Klebsiella pneumoniae,0.5218,,,0,0,0.0,false,20360851
sim41,r10_hq,GCF_000597845.1,4758629,plasmid_4,NZ_CP124874.1,315303,315303,large,large,interventional,1,Klebsiella pneumoniae,0.4757,,,0,0,0.0,false,20360851
sim42,r9_raw,GCF_000599625.1,4807977,plasmid_1,CP052447.1,9294,9294,small,small,interventional,16,Klebsiella pneumoniae,0.5518,,,0,0,0.0,false,20360852
sim42,r9_raw,GCF_000599625.1,4807977,plasmid_2,NC_019110.1,10047,10047,small,small,interventional,9,Salmonella enterica,0.5058,,,0,0,0.0,false,20360852
sim42,r9_raw,GCF_000599625.1,4807977,plasmid_3,NZ_CP053694.1,53096,53096,medium,medium,interventional,2,Enterobacter hormaechei,0.4925,,,0,0,0.0,false,20360852
sim43,r10_hq,GCF_000599645.1,4965849,plasmid_1,NZ_CP138425.1,10293,10293,small,small,interventional,17,Escherichia coli,0.5373,IS_sim43,absorb,0,0,0.0,false,20360853
sim43,r10_hq,GCF_000599645.1,4965849,plasmid_2,NZ_CP146027.1,83399,83399,medium,medium,interventional,1,Klebsiella pneumoniae,0.5445,IS_sim43,absorb,0,0,0.0,true,20360853
sim44,r9_raw,GCF_000599665.1,5054509,plasmid_1,NZ_CP064665.1,7621,7621,tiny,tiny,deterministic_tiny,30,Salmonella sp.,0.5972,,,0,0,0.0,false,20360854
sim44,r9_raw,GCF_000599665.1,5054509,plasmid_2,NZ_CP024574.1,9326,9326,small,small,interventional,25,Klebsiella pneumoniae,0.4366,,,0,0,0.0,false,20360854
